20171020 supercop amd64 20171125 crypto_sign rainbow181212 try 6f46dcb4a4f847a5610a55826884a7920974349fc6a82f3554c73fa6ea68d353/7afc88e38b18a768493c42a0da5cba05c7d9690ef8bba6531917c035a5a27e03 unknown 1153155 4249675782 2399996000 crypto_sign/rainbow181212/ref g++_-march=native_-mtune=native_-O3_-fomit-frame-pointer_-fwrapv
20171020 supercop amd64 20171125 crypto_sign rainbow181212 implementation crypto_sign/rainbow181212/ref - 
20171020 supercop amd64 20171125 crypto_sign rainbow181212 outputbytes 42 
20171020 supercop amd64 20171125 crypto_sign rainbow181212 publickeybytes 22704 
20171020 supercop amd64 20171125 crypto_sign rainbow181212 secretkeybytes 17838 
20171020 supercop amd64 20171125 crypto_sign rainbow181212 cpuid GenuineIntel-000306c1-078bfbff_ 
20171020 supercop amd64 20171125 crypto_sign rainbow181212 cpucycles_persecond 2399996000 
20171020 supercop amd64 20171125 crypto_sign rainbow181212 cpucycles_implementation amd64cpuinfo 
20171020 supercop amd64 20171125 crypto_sign rainbow181212 compiler g++_-march=native_-mtune=native_-O3_-fomit-frame-pointer_-fwrapv 6.3.0_20170406 
20171020 supercop amd64 20171125 crypto_sign rainbow181212 keypair_cycles - 63026874 62113818 62446116 70705692 63026874 62662830 63634845 63250935 62215674 62050128 64362648 64550466 63417090 65232915 63586356 65085324 60972426 60646803 62157366 63397044 62831508 62029563 68156652 62516907 62557530 62592777 63192975 61507992 63173145 63399693 61281342 63257121 
20171020 supercop amd64 20171125 crypto_sign rainbow181212 keypair_randombytes - 17838 17838 17838 17838 17838 17838 17838 17838 17838 17838 17838 17838 17838 17838 17838 17838 17838 17838 17838 17838 17838 17838 17838 17838 17838 17838 17838 17838 17838 17838 17838 17838 
20171020 supercop amd64 20171125 crypto_sign rainbow181212 keypair_randomcalls - 17838 17838 17838 17838 17838 17838 17838 17838 17838 17838 17838 17838 17838 17838 17838 17838 17838 17838 17838 17838 17838 17838 17838 17838 17838 17838 17838 17838 17838 17838 17838 17838 
20171020 supercop amd64 20171125 crypto_sign rainbow181212 cycles 0 384957 431649 405135 376050 377514 388749 391857 361920 398319 376062 400815 380625 477126 467298 374742 375933 375504 385941 401238 422148 424374 376134 375747 384957 375237 375096 374877 429108 375885 413256 376413 393147 
20171020 supercop amd64 20171125 crypto_sign rainbow181212 bytes 0 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 
20171020 supercop amd64 20171125 crypto_sign rainbow181212 randombytes 0 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 
20171020 supercop amd64 20171125 crypto_sign rainbow181212 randomcalls 0 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 
20171020 supercop amd64 20171125 crypto_sign rainbow181212 open_cycles 0 663483 680295 638493 636900 637050 648246 637974 709668 656394 650379 637302 637581 753195 661572 721221 767406 646209 680472 663483 722184 737949 804990 637014 647463 695904 714681 677013 666219 659676 670998 673356 653727 
20171020 supercop amd64 20171125 crypto_sign rainbow181212 open_bytes 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
20171020 supercop amd64 20171125 crypto_sign rainbow181212 open_randombytes 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
20171020 supercop amd64 20171125 crypto_sign rainbow181212 open_randomcalls 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
20171020 supercop amd64 20171125 crypto_sign rainbow181212 cycles 1 377277 448440 375504 372330 447741 362553 398931 384570 377277 370209 374895 375054 371250 461268 370551 385920 375144 375513 409878 413097 375288 375321 400281 384627 458136 430938 376191 377064 376671 382374 485763 457008 
20171020 supercop amd64 20171125 crypto_sign rainbow181212 bytes 1 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 
20171020 supercop amd64 20171125 crypto_sign rainbow181212 randombytes 1 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 
20171020 supercop amd64 20171125 crypto_sign rainbow181212 randomcalls 1 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 
20171020 supercop amd64 20171125 crypto_sign rainbow181212 open_cycles 1 653223 799812 753453 660723 653115 647901 692520 635835 733263 741147 636015 635529 707169 767535 635706 659790 618783 653223 636381 646707 692214 636702 636105 686994 647997 635673 661158 633999 669840 635784 718131 673410 
20171020 supercop amd64 20171125 crypto_sign rainbow181212 open_bytes 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
20171020 supercop amd64 20171125 crypto_sign rainbow181212 open_randombytes 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
20171020 supercop amd64 20171125 crypto_sign rainbow181212 open_randomcalls 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
